"input","output","date","conv_id","user_id","channel_source","intencion","tipo_queja"
"hola por que no puedo volver poner la acta de nacimiento","Hola! Entiendo que tienes problemas para volver a subir el acta de nacimiento. Para la validación del acta de nacimiento, es importante que los datos sean legibles y que el acta corresponda exactamente al menor, además de que la cuenta debe haber sido aperturada por el padre, madre biológico o tutor legal del menor. Si el acta no pudo ser validada, asegúrate de que los datos coincidan y que el documento esté claro. También puedes reimprimir el acta en https://www.gob.mx/ActaNacimiento para tener una versión legible.

Si después de esto sigues sin poder subirla o validarla, la app debería darte la opción para volver a subir el documento en la sección de 'documentos y validación'. 

¿Quieres que te ayude con algún paso específico para subir el acta o tienes alguna otra duda?",2025-10-11,"4d00cd56-58a1-4b43-bfb6-be1f3b004dba","USR-07224",1,"queja","bloqueo"
"no puedo subir el comprobante de domicilio para terminar de validar mi informacion","Lamento escuchar eso. Si no puedes subir tu comprobante de domicilio, asegúrate de que el documento que estás intentando enviar cumpla con los requisitos. Debe ser un comprobante de luz, agua o gas, en buen estado, sin dobleces y con las cuatro esquinas visibles. Además, no debe tener más de 3 meses y la dirección debe coincidir con la registrada en la app.

Si el problema persiste, la app debería darte sugerencias para mejorar el comprobante. Si aún así no puedes, lo mejor es que contactes al Centro de Atención a Clientes al 8143922626 para que te ayuden.

¿Hay algo más con lo que te pueda apoyar?",2025-10-02,"4d141010-ea32-4221-9618-405157375d56","USR-08805",1,"queja","bloqueo"
"no puedo comprar en linea","Lamento escuchar eso. Si no puedes realizar compras en línea, aquí hay algunos pasos que puedes seguir para solucionar el problema:

1. Asegúrate de estar utilizando la tarjeta virtual, ya que es la más segura para compras en línea.
2. Revisa desde la app si hay algún bloqueo de emergencia en tu tarjeta.
3. Verifica que el NIP que ingresaste sea correcto y que tengas saldo suficiente para la transacción.
4. Checa los parámetros de compras en la app.

Si después de seguir estos pasos sigues teniendo problemas, lo mejor es que llames al Centro de Atención a Clientes al 8143922626 para que te puedan ayudar.

¿Hay algo más con lo que te pueda apoyar?",2025-10-09,"4d501583-f99d-4df5-b7fb-f94ca505d94a","USR-12674",1,"queja","bloqueo"
"no puedo sacar una tarjeta de credito","Lamento que estés teniendo problemas para sacar tu tarjeta de crédito. Para poder solicitar una Tarjeta de Crédito Hey, es necesario que cumplas con algunos requisitos: ser mexicano de nacimiento, tener entre 18 y 75 años, ser persona física y contar con una Cuenta Hey activa y validada. Además, la solicitud se realiza completamente en línea desde la app.

Si ya cumples con todo esto y aún no puedes, te recomiendo verificar que tu cuenta esté validada, borrar caché y almacenamiento de la app, y asegurarte de tener la versión más reciente instalada. Si el problema persiste, puede ser un tema específico que requiera atención adicional.

¿Quieres que te ayude a revisar algún detalle o tienes alguna duda sobre los requisitos? Estoy aquí para apoyarte.",2025-10-24,"4d752246-9a4e-464e-843f-0a484700c2ca","USR-05063",1,"queja","bloqueo"
"tengo problemas con la cuenta clabe","Lamento escuchar eso. Si tienes problemas con tu cuenta CLABE, te recomiendo que verifiques que estás utilizando los 18 dígitos correctos. Puedes ver tu CLABE abriendo la app Hey, y yendo a 'Cuentas' y seleccionando 'Ver cuenta y CLABE'. 

Si necesitas más ayuda o tienes alguna pregunta específica sobre tu cuenta, no dudes en decírmelo. ¡Estoy aquí para ayudarte!",2025-09-10,"4dd6e16a-a1c7-403b-b16b-234d694e08ee","USR-06784",1,"queja","otro"
"les marca error y esta correcta y al enviar me sale que es a un banco receptor llamado tesofe","Lamento escuchar eso. El banco receptor que debes poner al realizar una transferencia a tu Cuenta Hey es Banregio, no Tesofe. Asegúrate de que estás ingresando la CLABE correcta y que estás seleccionando el banco adecuado.

Si el problema persiste, verifica que la información que estás ingresando sea la correcta. Si necesitas más ayuda o tienes alguna otra pregunta, ¡estaré encantado de asistirte!",2025-09-10,"4dd6e16a-a1c7-403b-b16b-234d694e08ee","USR-06784",1,"queja","error tecnico"
"no puedo subir mi comprobante de domicilio","Lamento escuchar eso. Si no puedes subir tu comprobante de domicilio, asegúrate de que el documento que estás intentando enviar sea un comprobante de luz, agua o gas, que esté en buen estado y no tenga más de 3 meses de antigüedad. Además, verifica que la imagen sea clara y que se vean las cuatro esquinas del documento.

Si el problema persiste, puedes intentar ir a la sección de 'documentos y validación' en la app, donde deberías encontrar la opción para subir el documento nuevamente. Si aún así no puedes, te recomendaría contactar al Centro de Atención a Clientes para que te ayuden.

¿Hay algo más con lo que te pueda apoyar?",2025-08-29,"4dd93cfd-f34a-4f10-9e3a-8a0ffac1cd62","USR-03754",1,"queja","bloqueo"
"hay problema si activo la tarjeta virtual primero no ha llegado la tarjeta fisica","Claro que puedo ayudarte! No hay problema si decides activar primero la tarjeta virtual antes de que llegue la tarjeta física. La tarjeta virtual está diseñada para que puedas realizar compras en línea de manera segura, incluso si aún no tienes la tarjeta física en tus manos. 

Recuerda que ambas tarjetas están vinculadas a tu Cuenta Hey, así que podrás utilizarlas sin inconvenientes. Si tienes más preguntas o necesitas información adicional, ¡no dudes en decírmelo! Estoy aquí para ayudarte.",2025-07-18,"4ef2ade6-3cde-4f4f-9bce-ab817a6ad58d","USR-03625",1,"queja","otro"
"no puedo seleccionar codi para activarlo porque no me aparece","Lamento que no puedas ver la opción de CoDi en tu app. Esto puede suceder si tu versión de la app Hey Banco no está actualizada o si tu dispositivo no cumple con los requisitos para activar CoDi. Te recomiendo verificar que tienes la última versión de la app instalada desde la tienda de aplicaciones y que tu sistema operativo sea compatible.

Si después de actualizar sigues sin ver la opción, puede ser que la función aún no esté habilitada para tu cuenta o región, ya que algunas funciones se activan progresivamente.

¿Quieres que te ayude a revisar qué versión tienes o te oriento en cómo actualizar la app? ¿O hay algo más en lo que te pueda apoyar?",2025-10-01,"4f5ffaac-6085-439f-b6fb-12694cb917a5","USR-02220",1,"queja","bloqueo"
"valsesporque no puedo realizar ningun movimiento","Disculpa  por  el  inconveniente . Si  no  puedes  realizar  movimientos  en  tu  cuenta ,  es  posible  que  tengas  algún  problema  con  la  conexión a  internet o  que  hayas  olvidado  tu  contraseña .  Intenta  reiniciar  la  aplicación y  verificar  que  tengas  una  buena  conexión a  internet . Si  el  problema  persiste ,  contacta  con  el  Centro  de  Atención a  Clientes  al  8143922626  para  obtener  ayuda .",2025-03-29 05:03:48.479717,"4fc22b08-51b7-4c87-a958-c8b30167c1eb","USR-02304",2,"queja","bloqueo"
"no puedo hacer el abono a mi tarjeta de credito me marca error en el token","Lamento escuchar eso. Si estás teniendo problemas para hacer el abono a tu tarjeta de crédito y te marca un error en el token, te recomendaría que verifiques lo siguiente:

1. Asegúrate de que la aplicación Hey esté actualizada a la última versión.
2. Revisa tu conexión a internet, ya que una mala conexión puede causar errores.
3. Verifica que estés ingresando correctamente el token y que no haya errores tipográficos.

Si después de revisar estos puntos el problema persiste, lo mejor es que contactes al Centro de Atención a Clientes para que puedan ayudarte a resolverlo. 

¿Hay algo más en lo que pueda asistirte?",2025-10-02,"502CFC37-95E3-4E22-84E9-F2EA927972E3","USR-06482",1,"queja","error tecnico"
"necesito hacer el pago a mi tarjeta de credito pero no puedo cambiar el token","Lamento escuchar eso. Si no puedes obtener un nuevo token para hacer el pago de tu tarjeta de crédito, aquí hay algunos pasos que puedes seguir:

1. **Revisa tu conexión a internet**: Asegúrate de que tu dispositivo esté conectado a internet de manera estable.
2. **Cierra y vuelve a abrir la app**: A veces, reiniciar la aplicación puede solucionar problemas temporales.
3. **Verifica que estés ingresando correctamente tu información**: Asegúrate de que los datos que estás ingresando sean correctos.

Si después de intentar estos pasos aún no puedes obtener un nuevo token, te recomendaría que contactes al Centro de Atención a Clientes para que puedan asistirte de manera más específica.

¿Hay algo más en lo que pueda ayudarte?",2025-10-02,"502CFC37-95E3-4E22-84E9-F2EA927972E3","USR-06482",1,"queja","bloqueo"
"alejandra lo que pasa es lo siguiente no puedo subir","Disculpa  por  el  inconveniente . Si  no  puedes  subir  tu  foto  de  perfil ,  es  posible  que  no  tengas  permisos  suficientes o  que  la  foto  no  cumpla  con  los  requisitos  de  Hey  Banco .  Puedes  intentar  verificar  tus  permisos y  asegurarte  de  que  la  foto  cumpla  con  los  requisitos . Si  el  problema  persiste ,  puedes  contactar  con  el  Centro  de  Atención  al  Cliente  para  obtener  ayuda  adicional .",2025-08-03 22:38:21.807538,"503382ab-2d3c-460e-9c03-c9cc88545282","USR-04640",2,"queja","bloqueo"
"quiero trasferir a la nueva clabe que me dieron y da error","Lamento escuchar eso. Para hacer una transferencia desde la app Hey, asegúrate de seguir estos pasos:

1. Abre la app y ve a 'Cuentas'.
2. Selecciona 'Transferir' y luego '+ Nueva transferencia'.
3. Ingresa los datos de la nueva CLABE manualmente, ya que a veces copiar y pegar puede causar errores.
4. Confirma la transferencia con tu Token.

Si después de seguir estos pasos sigues teniendo problemas, verifica que la información ingresada sea correcta y que la cuenta receptora no tenga límites de depósitos. Si necesitas más ayuda, aquí estoy para lo que necesites. ¿Hay algo más con lo que te pueda apoyar?",2025-10-19,"50DBEEE7-75BE-478D-A239-416B6093E49D","USR-11432",1,"queja","error tecnico"
"tengo un problema con el nip de mi tarjeta","Lamento que estés teniendo un problema con el NIP de tu tarjeta. Para ver tu NIP actual, puedes ingresar a la app de Hey Banco, iniciar sesión, elegir la cuenta que te interesa, tocar el ícono de los 3 puntos y seleccionar ""Consulta NIP"". 

Si lo que necesitas es cambiar el NIP de tu Tarjeta de Débito, debes hacerlo en un cajero automático Banregio, ya que ahí es donde se puede modificar.

¿Quieres que te ayude con algún paso más o tienes alguna otra duda sobre tu tarjeta?",2025-10-01,"50DC1F7A-2FD2-4B66-A43D-85A0A002AE3C","USR-08641",1,"queja","otro"
"ya fui a varios cajeros y no me permiten cambiar mi nip me aparece como error no puedo hacer compras ni usarla","Lamento mucho que estés pasando por ese problema con tu tarjeta. Si al intentar cambiar tu NIP en varios cajeros Banregio te da error y no puedes usar tu tarjeta, te recomiendo primero revisar en la app si tu tarjeta está bloqueada por emergencia o si hay algún parámetro de compra que esté limitando su uso. También verifica que el NIP o CVV que ingresas sea correcto y que tengas saldo suficiente para la transacción.

Si después de estas revisiones el problema continúa, puede ser que la tarjeta esté dañada o tenga algún problema técnico. En ese caso, desde la app puedes solicitar una reposición de tu tarjeta para que te llegue una nueva sin costo.

¿Quieres que te ayude a revisar el estado de tu tarjeta en la app o a solicitar una reposición? Estoy aquí para apoyarte. ¿Hay algo más en lo que pueda ayudarte?",2025-10-01,"50DC1F7A-2FD2-4B66-A43D-85A0A002AE3C","USR-08641",1,"queja","error tecnico"
"si solicito otra el problema se arreglaria","Claro que sí! Si solicitas una nueva tarjeta física, al activarla tendrás un nuevo NIP que podrás configurar y usar sin problemas. Ten en cuenta que al activar la nueva tarjeta, la anterior se cancela automáticamente, por lo que dejarás de poder usar la tarjeta antigua.

Esto suele solucionar problemas relacionados con el NIP o fallas técnicas de la tarjeta anterior. Para solicitarla, solo tienes que iniciar sesión en la app, ir a cuentas, hacer clic en los tres puntos a la derecha y seleccionar ""Solicitar tarjeta física"". Ahí podrás continuar con el proceso.

¿Quieres que te guíe para hacer esta solicitud o tienes alguna otra duda? Estoy aquí para ayudarte.",2025-10-01,"50DC1F7A-2FD2-4B66-A43D-85A0A002AE3C","USR-08641",1,"queja","otro"
"llamo para pedir asistencia pero la llamada se escucha entre cortada y no puedo darle solucion","Lamento escuchar que la llamada se escucha entrecortada, eso puede ser muy frustrante cuando necesitas ayuda. Te recomiendo intentar llamar nuevamente al Centro de Atención a Clientes al 8143922626, ya que están disponibles las 24 horas todos los días y en ocasiones la calidad de la llamada puede mejorar al hacer un nuevo intento. También asegúrate de tener buena señal o conexión para que la llamada sea más clara.

Si el problema persiste, intenta cambiar de lugar o usar otra línea telefónica para mejorar la calidad de la llamada. Estoy aquí para ayudarte con cualquier duda que puedas resolver por este medio también.

¿Hay algo más en lo que pueda apoyarte?",2025-10-01,"50DC1F7A-2FD2-4B66-A43D-85A0A002AE3C","USR-08641",1,"queja","bloqueo"
"hola ya que no puedo recuperar la cuenta que cancele me puedes proporcionar la clabe interbancaria de esa cuenta","Lamento escuchar que tienes problemas para recuperar tu cuenta. Sin embargo, para poder ver la CLABE interbancaria de una cuenta Hey, es necesario que la cuenta esté activa y que puedas acceder a la app. Cuando la cuenta está cancelada, ya no es posible acceder a esa información ni realizar operaciones con ella.

Si necesitas abrir una nueva cuenta o tienes alguna otra duda, con gusto te puedo ayudar. ¿Quieres que te explique cómo abrir una nueva Cuenta Hey o alguna otra cosa en la que pueda apoyarte?",2025-09-24,"50e547e6-d677-4ea2-a0c3-55e5a70c624f","USR-06149",1,"queja","bloqueo"
"no me permite senala error","Lamento escuchar eso. Si te aparece un error al intentar continuar con la cotización del Seguro de Auto Hey, aquí hay algunos pasos que puedes seguir para intentar solucionarlo:

1. **Verifica tu conexión a internet**: Asegúrate de que estés conectado a una red estable.
2. **Cierra y vuelve a abrir la app**: A veces, reiniciar la aplicación puede resolver problemas temporales.
3. **Revisa actualizaciones**: Asegúrate de que tu app esté actualizada a la última versión disponible.
4. **Verifica tus datos**: Asegúrate de que la información que estás ingresando sea correcta, como el año, marca y modelo de tu vehículo.

Si después de intentar estos pasos el problema persiste, lo mejor es que contactes al Centro de Atención a Clientes para que te puedan ayudar directamente.

Si hay algo más en lo que te pueda apoyar, ¡no dudes en decírmelo!",2025-09-30,"512B2BA6-B981-4882-8BE0-621754459D13","USR-03428",1,"queja","error tecnico"
"error","Lamento escuchar que estás teniendo un error. Para poder ayudarte mejor, ¿podrías darme más detalles sobre el tipo de error que estás experimentando? Así podré ofrecerte una solución más específica. ¡Estoy aquí para ayudarte!",2025-09-24,"515f9200-ae0a-46ef-b7e1-8acbede92c54","USR-06854",1,"queja","error tecnico"
"no puedo hacer llamadas","Lamento escuchar eso. Si no puedes hacer llamadas, te sugiero que intentes comunicarte a través de otros medios, como el chat de la aplicación de Hey Banco, donde también puedes recibir asistencia. 

Si tienes alguna otra pregunta o necesitas ayuda con algo más, ¡aquí estoy para ayudarte!",2025-10-09,"5166BAF1-F3C2-4635-BF80-4228857EFE70","USR-14001",1,"queja","bloqueo"
"pero no puedo accesar con mi cuenta","Lamento escuchar eso. Si no puedes acceder a Hey Shop con tu cuenta, te recomendaría verificar que estés utilizando las credenciales correctas y que tu cuenta esté activa. También asegúrate de que la app esté actualizada a la última versión. 

Si el problema persiste, podrías intentar acceder desde un navegador diferente o limpiar la caché de tu navegador. Si necesitas más ayuda o tienes alguna otra pregunta, ¡no dudes en decírmelo! Estoy aquí para ayudarte.",2025-10-11,"517ed4f6-af55-4dad-8ca7-1049c8de4344","USR-09392",1,"queja","bloqueo"
"para un movimiento que fue rechazado porque no lo realice yo","Lamento escuchar eso. Para reportar un movimiento rechazado que no realizaste con tu Tarjeta de Débito Hey, puedes hacerlo fácilmente desde la app Hey Banco. Solo tienes que ir a la sección de 'Cuentas', luego a 'Movimientos', encontrar el cargo que no reconoces, seleccionar 'No reconozco este cargo', llenar el cuestionario con la información que te piden y confirmar la solicitud. También puedes usar HAVI y seleccionar 'Asesor de aclaraciones' para que te guíe en el proceso, siempre y cuando hayas iniciado sesión en la app. ¿Quieres que te ayude con algún paso más?",2025-09-23,"52EF8B2F-1026-4EC5-88F8-6D275391BFEC","USR-04963",1,"queja","tarjeta rechazada"
"si tramite mi tarjeta fisica por reposicion la que tengo actualmente ya no funciona","Para  reponer  tu  tarjeta  física ,  solo  tienes  que  iniciar  sesión ,  ir a  cuentas ,  hacer  clic  en  los 3 puntos a  la  derecha y  seleccionar ""  Solicitar  tarjeta  física "" .  Luego ,  elige  la  cuenta y  sigue  las  instrucciones .",2025-08-07 19:49:58.888967,"52deeef3-df57-445c-be39-03774d5e4c6f","USR-00486",2,"queja","bloqueo"
"la tarjeta ya la solicite pero la que tengo actualmente ya no funciona","Disculpa  por  el  inconveniente . Si  tu  tarjeta  física  ya  está  solicitada y  no  funciona ,  es  posible  que  esté  en proceso  de  envío .  Puedes  verificar  el  estado  de  tu  solicitud  en  la  app  Hey . Si  no  estás  seguro ,  puedes  contactar  con  nuestro  Centro  de  Atención  al  Cliente  para  obtener  más  información .",2025-08-07 19:50:13.746785,"52deeef3-df57-445c-be39-03774d5e4c6f","USR-00486",2,"queja","bloqueo"
"buen dia solicite mi tarjeta fisica pero no llego y no puedo re agendar la entrega","Lamento escuchar eso. Si no has recibido tu tarjeta física, normalmente tarda entre 7 y 10 días hábiles en llegar a tu domicilio. La guía de rastreo se genera en unos 5 días hábiles y te la envían por SMS o correo. 

Si ya ha pasado ese tiempo y no puedes reprogramar la entrega, te recomiendo que verifiques tu domicilio en la app, ya que si la paquetería no puede realizar la entrega, recibirás un mensaje para confirmar tu dirección. Tienes 30 días para solicitar el reenvío de tu tarjeta, o por seguridad, será destruida.

Si necesitas más ayuda o tienes alguna otra pregunta, ¡aquí estoy para ayudarte!",2025-11-03,"5307f876-2c53-4b94-b067-3cd91ba300fa","USR-14077",1,"queja","bloqueo"
"al tratar de hacer eso marca un error","Lamento escuchar eso. Si estás teniendo problemas al intentar reprogramar la entrega de tu tarjeta, aquí hay algunos pasos que puedes seguir:

1. Asegúrate de que todas las verificaciones de tu cuenta estén aprobadas.
2. Intenta borrar los datos de caché y almacenamiento de la app.
3. Verifica que tienes la versión más reciente de la app instalada en tu teléfono.

Si después de seguir estos pasos el problema persiste, lo mejor es que te pongas en contacto con el centro de atención a clientes para que te ayuden a resolverlo.

Si necesitas más información o tienes alguna otra pregunta, ¡no dudes en decírmelo! Estoy aquí para ayudarte.",2025-11-03,"5307f876-2c53-4b94-b067-3cd91ba300fa","USR-14077",1,"queja","error tecnico"
"si mi tarjeta esta bloqueada desde la app no puedo recibir transferencia la","Claro que sí! Aunque tu tarjeta esté bloqueada desde la app, puedes seguir recibiendo transferencias en tu Cuenta Hey sin problema. El bloqueo de la tarjeta afecta principalmente las compras o retiros con ella, pero tu cuenta sigue activa para recibir dinero. 

Si necesitas, puedo ayudarte a revisar cómo recibir transferencias o cualquier otra duda que tengas. ¿Quieres que te explique cómo recibir transferencias en tu Cuenta Hey?",2025-10-26,"5370a274-c2e1-4d7a-aed9-8e783dba5f5a","USR-14990",1,"queja","bloqueo"
"no puedo entrar a mi cuenta desde mi telefono celular porque perdi el numero celular registrado","Lamento escuchar eso. Si has perdido el acceso al número celular registrado y no puedes entrar a tu cuenta, lo mejor que puedes hacer es llamar al Centro de Atención a Clientes al 8143922626. Ellos te ayudarán a actualizar tus datos y a recuperar el acceso a tu cuenta. 

Si necesitas más información o tienes alguna otra pregunta, ¡no dudes en decírmelo!",2025-10-20,"53b8c97408bc2a63e303aa75a862c89d","USR-09738",1,"queja","bloqueo"
"no puedo llamar porque estoy en el extranjero","Lamento escuchar eso. Si no puedes llamar porque estás en el extranjero, te recomendaría que intentes acceder a la aplicación de Hey Banco desde una red Wi-Fi y ver si puedes restablecer tu acceso a través de la opción de recuperación de cuenta. 

Si eso no funciona, también puedes intentar comunicarte con el soporte a través de los canales digitales que ofrece el banco, como el chat en la aplicación o el correo electrónico, si están disponibles.

Si necesitas más ayuda o tienes alguna otra pregunta, ¡estaré encantado de asistirte!",2025-10-20,"53b8c97408bc2a63e303aa75a862c89d","USR-09738",1,"queja","bloqueo"
"no puedo visualizar en la aplicacion la informacion de mi tarjeta de credito","Lamento que estés teniendo ese problema. Para ver la información de tu Tarjeta de Crédito Hey en la app, debes ir a la sección de ""Tarjeta de Crédito"" y ahí encontrarás opciones para ver movimientos, estados de cuenta y detalles de tu tarjeta. Si no aparece la opción, puede ser por tu historial crediticio o porque la tarjeta no está disponible en tu cuenta. 

Como tienes la Cuenta Hey con tarjeta de débito, es posible que aún no tengas una tarjeta de crédito asociada. Si quieres, puedo ayudarte a conocer más sobre la Tarjeta de Crédito Hey y cómo solicitarla. ¿Te gustaría?",2025-10-01,"543E74D4-E9CC-49B0-B697-7C590232C3A9","USR-00251",1,"queja","bloqueo"
"okay entonces puedo seguir haciendo transferencias desde la aplicacion sin problema y compras","Claro que sí! Puedes seguir haciendo transferencias y compras desde la aplicación sin problema, incluso si tu tarjeta física vence. La tarjeta virtual se renueva automáticamente y permanece activa para que puedas usarla sin interrupciones. Así que tus operaciones en la app estarán siempre disponibles y seguras.

¿Quieres que te ayude a revisar tu tarjeta virtual o tienes alguna otra pregunta?",2025-10-18,"543a0a41-41d7-4d80-9efc-92dbc54c178b","USR-03238",1,"queja","problemas transferencias"
"pero si aparece pendiente no puedo","Lamento escuchar eso. Efectivamente, no puedes diferir una compra si aparece como pendiente. Para poder diferir una compra a meses sin intereses (MSI), la transacción debe estar en estado ""Aplicado"". Esto significa que primero debe pasar el proceso de autorización y confirmación del comercio.

Si tienes alguna otra pregunta o necesitas más información sobre cómo manejar tus compras, ¡estoy aquí para ayudarte!",2025-08-08,"548D4CA5-9E32-465A-9AE9-40CF5A55667F","USR-12210",1,"queja","bloqueo"
"lo sentimos tenemos un problema tecnico pata transferir deuda me marca ese error","Lamento que estés teniendo ese problema técnico al intentar transferir tu deuda. Este tipo de errores pueden ocurrir por varias razones, como problemas temporales en la plataforma o algún detalle en la información que ingresaste. Te recomiendo verificar que todos los datos estén correctos y, si el problema persiste, intenta más tarde para ver si se resuelve.

Si quieres, puedo ayudarte a revisar qué puede estar pasando o darte más detalles sobre cómo hacer transferencias correctamente. ¿Quieres que te apoye con eso?",2025-09-19,"549b88fb-a4c2-4f20-b818-8bd4cb4ee493","USR-01895",1,"queja","error tecnico"
"no puedo contratar cuenta para menores","Lamento escuchar eso. Para abrir una Cuenta Hey Menores, es necesario que primero tengas tu propia Cuenta Hey activa y validada como adulto responsable. Además, necesitarás el acta de nacimiento mexicana del menor. Si ya cumpliste con estos requisitos y aún así no puedes contratarla, te recomendaría revisar los detalles o requisitos adicionales que puedan estar afectando la apertura.

Si tienes alguna otra pregunta o necesitas más información, ¡estoy aquí para ayudarte!",2025-08-14,"54c44862-47e9-49c3-b727-514eaf95780f","USR-14688",1,"queja","bloqueo"
"tengo un problema con mi tarjeta","Lamento escuchar eso. Para poder ayudarte mejor, ¿podrías decirme qué tipo de problema estás experimentando con tu tarjeta? Por ejemplo, si no puedes realizar compras, si está bloqueada o si necesitas una nueva. Estoy aquí para ayudarte.",2025-08-13,"54d63e40-ac90-4575-8533-1be69d6ba151","USR-06586",1,"queja","otro"
"pero necesito hacer un pago y no puedo ingresar a mi cuenta de debito","Lamento escuchar eso. Si no puedes ingresar a tu cuenta de débito, aquí hay algunos pasos que puedes seguir:

1. Asegúrate de que estás ingresando el NIP correcto.
2. Verifica que tu tarjeta no esté bloqueada por emergencia desde la app.
3. Si has olvidado tu NIP, puedes restablecerlo desde la app.

Si después de intentar estos pasos sigues sin poder acceder, lo mejor es que llames al Centro de Atención a Clientes al 8143922626 para que te ayuden a resolver el problema.

Si hay algo más en lo que pueda asistirte, ¡no dudes en decírmelo!",2025-08-13,"54d63e40-ac90-4575-8533-1be69d6ba151","USR-06586",1,"queja","bloqueo"
"no puedo realizar mi pago ayer vencio","Lamento escuchar eso. Si no realizaste el pago de tu Tarjeta de Crédito Hey a tiempo, es importante que sepas que te cobrarán intereses y comisiones por pago tardío, además de que tu historial de crédito podría verse afectado. 

Sin embargo, puedes seguir utilizando tu tarjeta siempre y cuando tengas saldo disponible y no esté bloqueada. Te recomiendo que revises las opciones que tienes, como diferir el saldo de tu tarjeta, para evitar problemas en el futuro.

Si necesitas más información o ayuda con algo específico, ¡no dudes en decírmelo!",2025-10-06,"55026cb4-475b-4922-8876-05c17d1bd9f0","USR-02493",1,"queja","bloqueo"
"el dinero ya esta en la cuenta pero no puedo mandarlo a pagar la aplicacion no me lo permite","Lamento escuchar eso. Si el dinero ya está en tu cuenta pero no puedes enviarlo para realizar el pago, aquí hay algunas cosas que puedes intentar:

1. **Verifica tu conexión a internet**: Asegúrate de que tienes una buena conexión a internet.
2. **Actualiza la aplicación**: Asegúrate de tener la última versión de la app instalada.
3. **Cierra y vuelve a abrir la app**: A veces, reiniciar la aplicación puede solucionar problemas temporales.
4. **Revisa los límites de transferencia**: Asegúrate de que no has alcanzado el límite de transferencias de tu Cuenta Hey.

Si después de intentar estos pasos aún no puedes realizar la transferencia, te recomendaría que contactes al Centro de Atención a Clientes al 8143922626 para que te ayuden a resolverlo.

Si necesitas más ayuda o tienes alguna otra pregunta, ¡no dudes en decírmelo!",2025-10-06,"55026cb4-475b-4922-8876-05c17d1bd9f0","USR-02493",1,"queja","bloqueo"
"la aplicacion mencionaba un error con el token","Lamento escuchar eso. Si la aplicación te mostró un error con el token, aquí hay algunos pasos que puedes seguir:

1. Asegúrate de que estás ingresando correctamente tu usuario y contraseña en la app.
2. Si cambiaste de celular, necesitarás instalar el token nuevamente en tu nuevo dispositivo.
3. Si el problema persiste, intenta desvincular el token del dispositivo anterior y vuelve a instalarlo en el nuevo.

Si necesitas más detalles sobre cómo realizar alguno de estos pasos, no dudes en preguntarme. ¿Hay algo más en lo que te pueda ayudar?",2025-09-06,"550fc7a49a848998770c1cc12b320949","USR-02970",1,"queja","error tecnico"
"me gustaria que quiten eso porque por un retraso en la llegada del msg o del email no voy a poder ingresar a mi cuenta y en caso de emergencia se generan problemas mayores posiblemente deje de usar esta aplicacion y tal vez me estaria dando de baja","Lamento escuchar eso. Entiendo que los retrasos en la recepción del mensaje o correo para la validación del token pueden ser frustrantes y afectar tu acceso a la cuenta. Sin embargo, la validación del token es una medida de seguridad esencial para proteger tu información y transacciones.

Si estás experimentando problemas recurrentes con la recepción de los códigos, te recomendaría verificar que tu número de celular y correo electrónico estén actualizados en la aplicación. También puedes considerar comunicarte con el servicio de atención al cliente para que te ayuden a resolver cualquier inconveniente específico.

Si tienes más preguntas o necesitas ayuda con otro tema, no dudes en decírmelo. Estoy aquí para ayudarte. ¿Hay algo más en lo que te pueda apoyar?",2025-09-01,"5569ce7a-ee3c-4b9e-b7f3-0dcc51c933fd","USR-07811",1,"queja","problemas app"
"no puedo ver mi token no me aparece la opcion","Disculpa  por  el  problema . Si  no  puedes  ver  tu  token  en  la  app ,  es  posible  que  no  tengas  instalado o  configurado  correctamente .  Puedes  intentar  reiniciar  la  app o  contactar  con  el  Centro  de  Atención  al  Cliente  al  8143922626  para  obtener  ayuda  adicional .",2025-04-10 08:25:06.787945,"557ffc36-dd1f-4a33-83fc-63a26cbedbd5","USR-02888",2,"queja","bloqueo"
"levante una aclaracion por error como cargo no reconocido pero en realidad es un reembolso no reflejado de rappi el cargo si es reconocido solicito la cancelacion de la comision y la aplicacion del reembolso","Claro que puedo ayudarte con esta situación. Cuando presentas una aclaración por un cargo no reconocido, no hay ningún cargo por levantarla inicialmente. Sin embargo, si al final la aclaración no procede, se cobra una comisión de $250.00 más IVA.

En tu caso, como mencionas que el cargo sí es reconocido y que en realidad se trata de un reembolso no reflejado, lo ideal es que solicites la cancelación de la aclaración para evitar que se te cobre esa comisión. Para esto, debes comunicarte con el Centro de Atención a Clientes al 8143922626, donde te podrán ayudar a cancelar la aclaración y gestionar el reembolso correspondiente.

Recuerda que el monto del cargo no reconocido se abona a tu Cuenta Hey, pero estará retenido hasta que se resuelva la aclaración, por lo que si ya es un reembolso reconocido, es importante que se haga la corrección para que puedas disponer de ese dinero.

¿Quieres que te ayude con alguna otra duda o información sobre tu Cuenta Hey o algún otro producto?",2025-11-12,"55a7a345a61b1629326cbf4d2f159604","USR-04960",1,"queja","error tecnico"
